PRODUCT,ROOT_LOT_ID,WAFER_ID,FAB_CONTACT_ETCH_tkout_status,FAB_GATE_ETCH_ecuall,FAB_GATE_ETCH_eqp_id,FAB_METAL_ETCH_eqp_id,FAB_SPACER_CVD_eqp_id,MASK_GATE_PHOTO_reticle
PRODA,R083,3,PASSED,ETCH_01_CH_B_U1,ETCH_01,,CVD_02,PRODA-PART|RET_003
PRODA,R135,4,PASSED,ETCH_01_CH_B_U1,ETCH_01,,CVD_02,PRODA-PART|RET_003
PRODA,R135,2,PASSED,ETCH_01_CH_B_U1,ETCH_02,,CVD_02,PRODA-PART|RET_002
PRODA,R005,5,,,,ETCH_11,,
PRODB,R152,1,,ETCH_02_CH_B_U1,ETCH_02,ETCH_11,,PRODB-PART|RET_002
PRODB,R056,3,,,,,,
PRODB,R058,3,,,,ETCH_11,,PRODB-PART|RET_002
PRODA,R081,2,,,,ETCH_11,,
PRODA,R033,3,,,,,,
PRODB,R112,2,,,,,,
PRODB,R029,1,,ETCH_02_CH_A_U1,ETCH_02,ETCH_11,,PRODB-PART|RET_001
PRODA,R188,1,,,,,,
PRODA,R062,4,PASSED,ETCH_01_CH_A_U1,ETCH_01,,CVD_02,PRODA-PART|RET_002
PRODA,R126,3,,,,,,
PRODB,R055,1,,,,,,
PRODA,R130,2,,,,,,
PRODA,R130,4,,,,,,
PRODB,R129,2,,ETCH_02_CH_B_U1,ETCH_02,,,PRODB-PART|RET_002
PRODB,R168,4,,ETCH_01_CH_B_U1,ETCH_01,ETCH_11,,PRODB-PART|RET_003
PRODB,R061,1,,ETCH_02_CH_B,ETCH_02,ETCH_11,,PRODB-PART|RET_002
PRODA,R017,2,PASSED,ETCH_01_CH_A,ETCH_01,,CVD_02,PRODA-PART|RET_002
PRODB,R065,1,,,,,,
PRODB,R162,2,,,,,,
PRODB,R089,4,,ETCH_02_CH_A,ETCH_02,ETCH_11,,PRODB-PART|RET_001
PRODB,R165,3,,ETCH_01_CH_A,ETCH_01,ETCH_11,,PRODB-PART|RET_003
PRODB,R057,4,,,,,,
PRODB,R057,3,,,,,,
PRODA,R058,2,,,,,,
PRODA,R143,2,,,,,,
PRODB,R030,3,,,,,,
PRODB,R159,1,,,,,,
PRODB,R141,2,,,,,,
PRODB,R082,3,,,,,,
PRODB,R037,3,,,,,,
PRODB,R008,1,,,,,,
PRODB,R168,5,,ETCH_02_CH_B_U1,ETCH_02,ETCH_11,,PRODB-PART|RET_002
PRODB,R079,2,,,,,,
PRODA,R033,4,,,,,,
PRODA,R173,1,,,,,,
PRODB,R141,3,,,,,,
PRODB,R096,2,,,,,,
PRODA,R150,5,PASSED,ETCH_02_CH_A_U1,ETCH_02,,CVD_02,PRODA-PART|RET_002
PRODA,R104,3,,,,,,
PRODB,R099,4,,,,,,
PRODB,R073,1,,,,,,
PRODA,R135,3,PASSED,ETCH_01_CH_B,ETCH_01,,CVD_02,PRODA-PART|RET_003
PRODB,R037,4,,,,,,
PRODB,R016,2,,,,,,
PRODB,R183,4,,ETCH_02_CH_A_U1,ETCH_02,ETCH_11,,PRODB-PART|RET_003
PRODA,R106,3,PASSED,ETCH_01_CH_B_U1,ETCH_01,ETCH_11,CVD_02,PRODA-PART|RET_001
PRODA,R173,2,,,,,,
PRODB,R093,3,,,,,,
PRODA,R165,4,,,,,,
PRODB,R012,1,,,,,,
PRODB,R136,1,,,,,,
PRODA,R199,1,PASSED,ETCH_01_CH_B_U1,ETCH_01,,CVD_02,PRODA-PART|RET_001
PRODA,R184,5,PASSED,,,,CVD_02,PRODA-PART|RET_003
PRODA,R044,2,,,,,,
PRODA,R136,1,,,,,,
PRODB,R131,4,,,,ETCH_11,,PRODB-PART|RET_002
PRODB,R066,1,,,,,,
PRODB,R117,4,,,,,,
PRODB,R147,2,,,,,,
PRODA,R164,3,,,,,,
PRODB,R122,1,,,,,,
PRODA,R043,3,,,,ETCH_11,,
PRODB,R099,3,,,,,,
PRODB,R139,2,,,,,,
PRODA,R025,2,,,,,,
PRODA,R012,1,,,,,,
PRODB,R129,1,,ETCH_02_CH_A_U1,ETCH_02,ETCH_11,,PRODB-PART|RET_003
PRODB,R081,2,,,,,,
PRODB,R186,1,,,,,,
PRODA,R062,1,PASSED,ETCH_02_CH_B_U1,ETCH_02,,CVD_02,PRODA-PART|RET_001
PRODA,R059,3,,,,,CVD_02,PRODA-PART|RET_003
PRODA,R062,2,PASSED,ETCH_01_CH_A_U1,ETCH_01,,CVD_02,PRODA-PART|RET_003
PRODB,R052,4,,,,,,
PRODB,R190,4,,,,,,
PRODB,R026,1,,ETCH_01_CH_A_U1,ETCH_01,ETCH_11,,PRODB-PART|RET_003
PRODB,R085,3,,,,,,
PRODA,R070,1,PASSED,ETCH_01_CH_A,ETCH_01,,CVD_02,PRODA-PART|RET_001
PRODB,R165,1,,ETCH_01_CH_A_U1,ETCH_01,ETCH_11,,PRODB-PART|RET_003
PRODA,R042,1,PASSED,ETCH_01_CH_B,ETCH_01,,CVD_02,PRODA-PART|RET_002
PRODA,R068,2,,,,ETCH_11,,
PRODA,R057,2,PASSED,ETCH_02_CH_B,ETCH_02,,CVD_02,PRODA-PART|RET_001
PRODA,R123,1,,,,,,
PRODA,R168,4,,,,,,
PRODB,R024,2,,ETCH_01_CH_A,ETCH_01,ETCH_11,,PRODB-PART|RET_003
PRODB,R136,3,,,,,,
PRODA,R015,5,,,,ETCH_11,,
PRODA,R181,4,PASSED,ETCH_01_CH_A_U1,ETCH_01,,CVD_02,PRODA-PART|RET_002
PRODA,R141,2,,ETCH_01_CH_B,ETCH_01,,CVD_02,PRODA-PART|RET_003
PRODA,R175,2,PASSED,ETCH_01_CH_A,ETCH_01,,,PRODA-PART|RET_003
PRODB,R007,4,,ETCH_02_CH_B,ETCH_02,ETCH_11,,PRODB-PART|RET_001
PRODB,R139,3,,,,,,
PRODB,R154,3,,ETCH_01_CH_A,ETCH_01,ETCH_11,,PRODB-PART|RET_003
PRODB,R168,2,,ETCH_02_CH_A_U1,ETCH_02,ETCH_11,,
PRODA,R094,3,PASSED,,,,CVD_02,PRODA-PART|RET_002
PRODB,R001,3,,,,,,
PRODB,R181,4,,,,,,
PRODB,R097,2,,,,,,
PRODB,R133,1,,,,,,
PRODA,R152,3,PASSED,ETCH_02_CH_A_U1,ETCH_02,,CVD_02,PRODA-PART|RET_002
PRODB,R135,4,,,,,,
PRODB,R195,1,,ETCH_02_CH_B,ETCH_02,ETCH_11,,PRODB-PART|RET_001
PRODA,R083,2,PASSED,,,,,PRODA-PART|RET_003
PRODA,R175,5,PASSED,ETCH_01_CH_B,ETCH_01,,CVD_02,PRODA-PART|RET_001
PRODB,R166,4,,,,,,
PRODB,R083,3,,ETCH_02_CH_B_U1,ETCH_02,ETCH_11,,PRODB-PART|RET_001
PRODB,R130,2,,,,,,
PRODB,R109,3,,ETCH_02_CH_A_U1,ETCH_02,ETCH_11,,PRODB-PART|RET_003
PRODA,R173,3,,,,,,
PRODA,R079,3,PASSED,ETCH_01_CH_A,ETCH_01,,CVD_02,PRODA-PART|RET_002
PRODB,R152,2,,ETCH_02_CH_A,ETCH_02,ETCH_11,,PRODB-PART|RET_003
PRODB,R033,2,,,,,,
PRODB,R114,4,,,,,,
PRODA,R097,4,,,,,,
PRODB,R023,1,,,,,,
PRODB,R132,4,,ETCH_02_CH_A_U1,ETCH_02,ETCH_11,,PRODB-PART|RET_003
PRODB,R006,1,,,,,,
PRODA,R130,1,,,,,,
PRODA,R185,4,,,,,,
PRODA,R138,1,,,,ETCH_11,,
PRODB,R148,4,,,,,,
PRODA,R050,1,,,,,,
PRODA,R167,1,,,,,,
PRODA,R020,3,,,,,,
PRODA,R070,3,PASSED,ETCH_02_CH_B_U1,ETCH_02,,CVD_02,PRODA-PART|RET_003
PRODA,R085,1,,,,,,
PRODB,R030,4,,,,,,
PRODA,R173,4,,,,,,
PRODA,R094,1,PASSED,ETCH_01_CH_A_U1,ETCH_01,,CVD_02,PRODA-PART|RET_001
PRODB,R193,3,,,,,,
PRODB,R071,2,,ETCH_01_CH_A_U1,ETCH_01,ETCH_11,,PRODB-PART|RET_002
PRODB,R116,2,,,,,,
PRODB,R008,2,,,,,,
PRODB,R148,3,,,,,,
PRODB,R133,4,,,,,,
PRODA,R068,3,,,,ETCH_11,,
PRODB,R034,4,,ETCH_01_CH_B,ETCH_01,ETCH_11,,PRODB-PART|RET_001
PRODB,R088,1,,ETCH_02_CH_A,ETCH_02,ETCH_11,,
PRODA,R094,5,PASSED,ETCH_02_CH_A,ETCH_02,,CVD_02,PRODA-PART|RET_003
PRODA,R164,1,,,,,,
PRODA,R125,2,,,,,,
PRODB,R034,3,,ETCH_02_CH_A,ETCH_02,ETCH_11,,PRODB-PART|RET_001
PRODB,R083,4,,ETCH_02_CH_A,ETCH_02,ETCH_11,,PRODB-PART|RET_003
PRODA,R122,3,,,,,,
PRODA,R199,4,PASSED,ETCH_02_CH_A_U1,ETCH_02,,CVD_02,PRODA-PART|RET_001
PRODB,R136,4,,,,,,
PRODB,R001,4,,,,,,
PRODB,R081,3,,,,,,
PRODA,R019,1,,,,,,
PRODA,R104,1,,,,,,
PRODA,R152,1,PASSED,ETCH_01_CH_B,ETCH_01,,CVD_02,
PRODB,R199,3,,ETCH_01_CH_B,ETCH_01,ETCH_11,,PRODB-PART|RET_001
PRODB,R164,3,,ETCH_02_CH_A,ETCH_02,ETCH_11,,PRODB-PART|RET_001
PRODB,R193,1,,,,,,
PRODB,R072,1,,ETCH_02_CH_A,ETCH_02,ETCH_11,,PRODB-PART|RET_001
PRODB,R183,5,,ETCH_02_CH_B,ETCH_02,ETCH_11,,PRODB-PART|RET_002
PRODB,R026,3,,ETCH_01_CH_B,ETCH_01,ETCH_11,,PRODB-PART|RET_001
PRODA,R103,1,,,,ETCH_11,,
PRODA,R158,3,,,,,,
PRODA,R006,3,,,,,,
PRODB,R181,2,,,,,,
PRODA,R131,3,PASSED,ETCH_02_CH_A,ETCH_02,,CVD_02,PRODA-PART|RET_003
PRODA,R184,3,PASSED,ETCH_01_CH_A,ETCH_01,,,PRODA-PART|RET_003
PRODB,R065,2,,,,,,
PRODB,R082,4,,,,,,
PRODB,R094,3,,,,,,
PRODB,R164,2,,ETCH_02_CH_A_U1,ETCH_02,ETCH_11,,PRODB-PART|RET_002
PRODB,R076,1,,ETCH_01_CH_A_U1,ETCH_01,ETCH_11,,
PRODA,R169,2,,ETCH_01_CH_A_U1,ETCH_01,,CVD_02,PRODA-PART|RET_003
PRODA,R057,4,PASSED,ETCH_01_CH_A,ETCH_01,,CVD_02,PRODA-PART|RET_001
PRODA,R187,1,PASSED,ETCH_02_CH_B,ETCH_02,,CVD_02,PRODA-PART|RET_002
PRODA,R165,1,,,,,,
PRODB,R076,4,,ETCH_01_CH_A,ETCH_01,ETCH_11,,PRODB-PART|RET_001
PRODA,R070,2,PASSED,ETCH_02_CH_B,ETCH_02,,CVD_02,PRODA-PART|RET_002
PRODA,R150,1,PASSED,ETCH_01_CH_A,ETCH_01,,CVD_02,PRODA-PART|RET_002
PRODA,R130,3,,,,,,
PRODA,R045,4,,,,,,
PRODA,R106,1,PASSED,ETCH_01_CH_A,ETCH_01,ETCH_11,CVD_02,PRODA-PART|RET_002
PRODA,R012,2,,,,,,
PRODB,R031,3,,,,,,
PRODA,R193,3,,ETCH_01_CH_A_U1,ETCH_01,,CVD_02,PRODA-PART|RET_001
PRODA,R056,1,PASSED,ETCH_02_CH_B_U1,ETCH_02,,CVD_02,PRODA-PART|RET_001
PRODB,R022,4,,,,,,
PRODA,R059,2,PASSED,ETCH_02_CH_B,ETCH_02,,CVD_02,PRODA-PART|RET_002
PRODA,R166,2,PASSED,ETCH_01_CH_A_U1,ETCH_01,ETCH_11,CVD_02,PRODA-PART|RET_002
PRODA,R103,3,,,,,,
PRODB,R170,3,,,,ETCH_11,,PRODB-PART|RET_002
PRODA,R091,3,,,,,,
PRODB,R018,2,,,,,,
PRODA,R151,3,,,,,,
PRODB,R155,4,,,,,,
PRODA,R063,4,,,,,,
PRODB,R016,1,,,,,,
PRODB,R006,2,,,,,,
PRODB,R183,1,,ETCH_01_CH_B,ETCH_01,ETCH_11,,PRODB-PART|RET_001
PRODA,R190,2,,,,,,
PRODA,R158,2,,,,,,
PRODA,R167,4,,,,,,
PRODB,R005,4,,,,,,
PRODA,R113,4,,,,,,
PRODA,R138,3,,,,,,
PRODA,R158,1,,,,,,
PRODB,R181,3,,,,,,
PRODA,R077,2,PASSED,ETCH_02_CH_A,ETCH_02,,CVD_02,PRODA-PART|RET_001
PRODA,R105,3,PASSED,ETCH_01_CH_B,ETCH_01,,CVD_02,PRODA-PART|RET_003
PRODA,R107,5,PASSED,ETCH_02_CH_B_U1,ETCH_02,,CVD_02,PRODA-PART|RET_001
PRODB,R152,4,,,,ETCH_11,,PRODB-PART|RET_001
PRODB,R023,4,,,,,,
PRODB,R033,3,,,,,,
PRODA,R067,3,,,,,,
PRODB,R097,4,,,,,,
PRODA,R183,2,PASSED,ETCH_02_CH_A,ETCH_01,,CVD_02,PRODA-PART|RET_003
PRODA,R193,1,PASSED,ETCH_02_CH_B,ETCH_02,ETCH_11,CVD_02,PRODA-PART|RET_002
PRODB,R112,1,,,,,,
PRODA,R041,1,PASSED,ETCH_02_CH_A_U1,ETCH_02,,CVD_02,PRODA-PART|RET_001
PRODB,R081,4,,,,,,
PRODB,R148,1,,,,,,
PRODB,R105,1,,ETCH_01_CH_B_U1,ETCH_01,ETCH_11,,
PRODB,R089,1,,ETCH_02_CH_B,ETCH_02,ETCH_11,,PRODB-PART|RET_002
PRODB,R155,3,,,,,,
PRODA,R007,1,,ETCH_01_CH_B,ETCH_01,,CVD_02,PRODA-PART|RET_002
PRODA,R019,2,,,,,,
PRODA,R091,4,,,,,,
PRODB,R024,4,,ETCH_01_CH_B,ETCH_01,ETCH_11,,
PRODA,R016,1,,,,ETCH_11,,
PRODB,R049,2,,,,,,
PRODA,R087,3,,,,,,
PRODA,R025,1,,,,,,
PRODB,R092,3,,ETCH_02_CH_A,ETCH_02,ETCH_11,,PRODB-PART|RET_001
PRODA,R125,4,,,,,,
PRODA,R099,2,,,,,,
PRODA,R195,1,,,,ETCH_11,,
PRODB,R183,3,,ETCH_01_CH_B_U1,ETCH_01,ETCH_11,,PRODB-PART|RET_002
PRODB,R026,2,,ETCH_02_CH_A_U1,ETCH_02,ETCH_11,,PRODB-PART|RET_002
PRODA,R083,4,PASSED,ETCH_01_CH_B,ETCH_01,,CVD_02,PRODA-PART|RET_002
PRODB,R072,3,,ETCH_02_CH_A,ETCH_02,ETCH_11,,PRODB-PART|RET_003
PRODB,R145,4,,,,,,
PRODB,R186,2,,,,,,
PRODA,R005,3,,,,ETCH_11,,
PRODA,R113,1,,,,,,
PRODB,R010,3,,ETCH_02_CH_B,ETCH_02,ETCH_11,,PRODB-PART|RET_003
PRODA,R046,3,,,,ETCH_11,,
PRODB,R199,4,,,,,,
PRODB,R053,4,,ETCH_02_CH_B_U1,ETCH_02,,,PRODB-PART|RET_001
PRODA,R037,1,,,,ETCH_11,,
PRODA,R073,2,PASSED,ETCH_01_CH_A,ETCH_01,,CVD_02,PRODA-PART|RET_003
PRODB,R016,3,,,,,,
PRODB,R055,2,,,,,,
PRODB,R088,4,,ETCH_01_CH_B,ETCH_01,ETCH_11,,
PRODA,R143,3,,,,,,
PRODB,R168,1,,ETCH_01_CH_B_U1,ETCH_01,ETCH_11,,PRODB-PART|RET_001
PRODA,R186,3,PASSED,ETCH_02_CH_A,ETCH_02,,CVD_02,PRODA-PART|RET_001
PRODB,R132,1,,ETCH_01_CH_B_U1,ETCH_01,ETCH_11,,PRODB-PART|RET_002
PRODA,R152,2,PASSED,ETCH_02_CH_A_U1,ETCH_02,,CVD_02,PRODA-PART|RET_001
PRODB,R052,2,,,,,,
PRODB,R167,1,,,,,,
PRODA,R190,3,,,,,,
PRODB,R018,1,,,,,,
PRODB,R066,4,,,,,,
PRODB,R097,1,,,,,,
PRODA,R135,5,PASSED,ETCH_02_CH_B_U1,ETCH_02,,CVD_02,PRODA-PART|RET_002
PRODB,R145,3,,,,,,
PRODA,R105,2,PASSED,ETCH_01_CH_A_U1,ETCH_01,,CVD_02,PRODA-PART|RET_003
PRODA,R181,3,PASSED,ETCH_01_CH_A,ETCH_01,,CVD_02,PRODA-PART|RET_003
PRODA,R063,1,,,,,,
PRODA,R158,4,,,,,,
PRODA,R020,4,,,,,,
PRODB,R161,2,,,,,,
PRODB,R154,2,,ETCH_02_CH_A,ETCH_02,ETCH_11,,PRODB-PART|RET_002
PRODA,R070,4,PASSED,ETCH_01_CH_B_U1,ETCH_01,,CVD_02,PRODA-PART|RET_002
PRODA,R196,3,,ETCH_02_CH_A,ETCH_02,,CVD_02,PRODA-PART|RET_001
PRODA,R018,3,PASSED,ETCH_01_CH_A,ETCH_01,,CVD_02,PRODA-PART|RET_003
PRODA,R151,2,,,,,,
PRODA,R168,2,,,,,,
PRODA,R195,4,,,,ETCH_11,,
PRODA,R024,1,,,,,,
PRODA,R113,2,,,,,,
PRODA,R136,3,,,,,,
PRODA,R082,1,,,,,,
PRODA,R126,4,,,,,,
PRODB,R031,2,,,,,,
PRODB,R164,4,,,,,,
PRODB,R156,3,,,,,,
PRODB,R093,4,,,,,,
PRODB,R195,5,,ETCH_01_CH_B_U1,ETCH_01,ETCH_11,,PRODB-PART|RET_002
PRODA,R087,1,,,,,,
PRODA,R153,3,,,,,,
PRODA,R097,2,,,,,,
PRODA,R068,4,,,,ETCH_11,,
PRODA,R131,4,,,,,,
PRODA,R113,3,,,,,,
PRODA,R043,2,,,,ETCH_11,,
PRODB,R027,4,,,,,,
PRODA,R159,1,,,,,,
PRODA,R126,1,,,,,,
PRODB,R082,1,,,,,,
PRODA,R082,4,,,,,,
PRODB,R114,3,,,,,,
PRODA,R079,2,PASSED,,,,CVD_02,PRODA-PART|RET_001
PRODB,R149,2,,,,,,
PRODA,R174,1,,,,,,
PRODA,R038,2,,,,,,
PRODA,R081,3,,,,,,
PRODB,R156,2,,,,,,
PRODA,R129,4,,,,,,
PRODA,R146,4,,,,,,
PRODB,R162,3,,,,,,
PRODA,R144,3,,,,,,
PRODB,R064,2,,ETCH_01_CH_B,ETCH_01,ETCH_11,,PRODB-PART|RET_003
PRODA,R067,1,,,,,,
PRODB,R170,4,,ETCH_02_CH_B_U1,ETCH_02,ETCH_11,,PRODB-PART|RET_003
PRODA,R081,1,,,,ETCH_11,,
PRODB,R049,4,,,,,,
PRODA,R194,2,,,,,,
PRODB,R020,2,,,,,,
PRODB,R023,3,,,,,,
PRODA,R026,3,,,,,,
PRODB,R073,2,,,,,,
PRODA,R033,2,,,,,,
PRODB,R132,2,,,,ETCH_11,,PRODB-PART|RET_001
PRODA,R096,1,,,,,,
PRODB,R069,4,,ETCH_02_CH_A,ETCH_02,ETCH_11,,PRODB-PART|RET_002
PRODA,R010,1,,,,,,
PRODA,R163,3,,,,,,
PRODA,R026,1,,,,,,
PRODB,R165,2,,ETCH_01_CH_B_U1,ETCH_01,ETCH_11,,PRODB-PART|RET_001
PRODA,R107,2,PASSED,ETCH_02_CH_A,ETCH_02,,CVD_02,PRODA-PART|RET_003
PRODB,R067,1,,,,,,
PRODA,R075,3,,,,,,
PRODA,R183,3,PASSED,ETCH_01_CH_A,ETCH_01,,CVD_02,PRODA-PART|RET_002
PRODB,R075,3,,,,,,
PRODB,R094,2,,,,ETCH_11,,PRODB-PART|RET_003
PRODA,R057,5,PASSED,ETCH_01_CH_B_U1,ETCH_01,,CVD_02,PRODA-PART|RET_001
PRODB,R174,4,,ETCH_02_CH_B_U1,ETCH_02,ETCH_11,,PRODB-PART|RET_001
PRODA,R122,1,,,,,,
PRODA,R106,5,,,,ETCH_11,,
PRODB,R042,1,,,,,,
PRODB,R130,3,,,,,,
PRODB,R055,3,,,,,,
PRODA,R054,1,,,,,,
PRODB,R145,1,,,,,,
PRODB,R063,1,,ETCH_01_CH_A,ETCH_01,ETCH_11,,PRODB-PART|RET_003
PRODB,R159,2,,,,,,
PRODB,R167,4,,,,,,
PRODB,R083,1,,ETCH_01_CH_A,ETCH_01,ETCH_11,,PRODB-PART|RET_003
PRODB,R033,4,,,,,,
PRODA,R120,3,,,,,,
PRODB,R170,1,,ETCH_01_CH_A_U1,ETCH_01,ETCH_11,,PRODB-PART|RET_001
PRODA,R007,2,,ETCH_01_CH_A_U1,ETCH_01,,CVD_02,PRODA-PART|RET_001
PRODB,R063,3,,,,,,
PRODA,R134,3,,,,,,
PRODA,R199,3,PASSED,,,,CVD_02,PRODA-PART|RET_003
PRODB,R183,2,,,,ETCH_11,,PRODB-PART|RET_002
PRODA,R186,4,PASSED,,,,CVD_02,PRODA-PART|RET_002
PRODA,R153,4,,,,,,
PRODB,R082,2,,,,,,
PRODA,R042,4,,ETCH_02_CH_A,ETCH_02,,CVD_02,PRODA-PART|RET_003
PRODB,R157,4,,,,,,
PRODB,R117,2,,ETCH_02_CH_A_U1,ETCH_02,ETCH_11,,PRODB-PART|RET_001
PRODB,R114,1,,,,,,
PRODA,R097,3,,,,,,
PRODB,R037,1,,,,,,
PRODB,R076,5,,ETCH_02_CH_B_U1,ETCH_02,ETCH_11,,PRODB-PART|RET_001
PRODA,R185,2,PASSED,ETCH_02_CH_B,ETCH_02,,CVD_02,PRODA-PART|RET_001
PRODB,R141,4,,,,,,
PRODB,R071,4,,ETCH_02_CH_B_U1,ETCH_02,,,PRODB-PART|RET_001
PRODB,R010,1,,ETCH_01_CH_A,ETCH_01,ETCH_11,,PRODB-PART|RET_002
PRODA,R054,4,,,,,,
PRODA,R103,2,,,,ETCH_11,,
PRODA,R134,1,,,,,,
PRODB,R057,1,,,,,,
PRODB,R073,3,,,,,,
PRODB,R043,4,,,,,,
PRODA,R096,2,,,,,,
PRODA,R176,3,,ETCH_02_CH_B,ETCH_02,,CVD_02,PRODA-PART|RET_003
PRODA,R079,4,PASSED,ETCH_01_CH_B,ETCH_01,,CVD_02,PRODA-PART|RET_002
PRODA,R144,2,,,,,,
